LogLevel: INFO  | Date: 2024-07-16 17:44:57 | From: Version                        | Message: HV000001: Hibernate Validator 8.0.1.Final
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/bid/list
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/bid/update/1?_csrf=lmVBZmG7-8Jl0DR2JNZ3XViur3kaw1J3ezk3mj14o0M68LKF8gMnBVXanaRI4lBEQvtDO2-WgkF592ZaTAsHrwVMkCcPx4e3
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/bid/update/1?_csrf=kPaHpMH16r8-oHHkGmlZgZPNzEn5GJmwxY-jKxjcz2ysWHkx9pfkwvPA24sTlhCBfkRttqb-4XDNLf2d977BSijo_F2YbRwJ
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/bid/validate?_csrf=azbpBAXceSF2h-CRK5kyNgu8SyBHNuUjf2T3Esp14E_Fj1AJXg_YNTy4HUBbt9H3GrQGBTiNZkJwV9YOSFfGdq5Ngi2nvmM5
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/bid/validate?_csrf=mgv6E8aPt7vpmupKYiOwndlMrnJNTPd2Wv6cFjJeX66DXie_rDvMI6W5gorEq956AQ6Eqbp1g0ssfpZbPM6uJgVvbJfnbxSN
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: AnnotationConfigContextLoaderUtils | Message: Could not detect default configuration classes for test class [com.poseidoncapitalsolution.trading.controller.TradeControllerTest]: TradeControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: SpringBootTestContextBootstrapper | Message: Found @SpringBootConfiguration com.poseidoncapitalsolution.trading.PoseidonTradingApplication for test class com.poseidoncapitalsolution.trading.controller.TradeControllerTest
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: RestartApplicationListener     | Message: Restart disabled due to context in which it is running
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: TradeControllerTest            | Message: Starting TradeControllerTest using Java 21.0.2 with PID 90850 (started by alicepogam in /Users/alicepogam/Documents/Formation OCR/F. Java/P7/Poseidon)
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: TradeControllerTest            | Message: No active profile set, falling back to 1 default profile: "default"
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: DefaultSecurityFilterChain     | Message: Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@49692c4f, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@627695fd, org.springframework.security.web.context.SecurityContextHolderFilter@2506cf0d, org.springframework.security.web.header.HeaderWriterFilter@a8d8d41, org.springframework.web.filter.CorsFilter@516cb8e1, org.springframework.security.web.csrf.CsrfFilter@46e5c331, org.springframework.security.web.authentication.logout.LogoutFilter@6065f14f, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4defc8ca, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@2da21a9b, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@2e617f42, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@24fb7b1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4d127cd7, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4ba3612b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2eea3595, org.springframework.security.web.access.ExceptionTranslationFilter@4068dbed, org.springframework.security.web.access.intercept.AuthorizationFilter@d54cc0b]
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: SpringBootMockServletContext   | Message: Initializing Spring TestDispatcherServlet ''
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: TestDispatcherServlet          | Message: Initializing Servlet ''
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: TestDispatcherServlet          | Message: Completed initialization in 0 ms
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: TradeControllerTest            | Message: Started TradeControllerTest in 0.239 seconds (process running for 6.496)
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/trade/validate?_csrf=aSyh79Y2O88lX7Wcfz77vBNDgfwwzagthg8UtQ4grKg8eXMjDEiXi-cDCqoIb4WoRhPP2HEmrJ4GrMoA4Dx2hW1FyMoKS0Ab
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/trade/validate?_csrf=FvBOld5AiBgTQ6TruWxl-WyWHnWSAEyhpi2mUZCo3WbJyrK1dZEtor8m6y8-epGKikFRzFSmMxejNn6MwhjCNfGZ616rroCE
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/trade/add
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/trade/update/1
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: GET http://localhost/trade/delete/1?_csrf=HWGb3v-FQvK1LzyeEyHocUa7hsD3fqgH98nIoLgFa1QAonb9fFOsv8fhdpeYS1_4JAzcQnKDq6GRTZwqxPr9loE2CjVjkUWe
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/trade/update/1?_csrf=IfN1YhLBGjRf5vR1Wc0s9p6iKG7MW3TSQY_XgMJptfE85HSpFJBMUHf3eQxygpIXbeAYlKbBBVapOkL_eL7j5KFe18Fa3EeZ
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/trade/list
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/trade/update/1?_csrf=1clQj5CKvZH_ACBdupoGNEhD_LHyRxrbfad0vu1w3-PZVNUG5PwxtvHr2KTSMRZujLcyUHsh0dPAIy32T8YV3d8T5tfqNuM3
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: AnnotationConfigContextLoaderUtils | Message: Could not detect default configuration classes for test class [com.poseidoncapitalsolution.trading.controller.RuleControllerTest]: RuleControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: SpringBootTestContextBootstrapper | Message: Found @SpringBootConfiguration com.poseidoncapitalsolution.trading.PoseidonTradingApplication for test class com.poseidoncapitalsolution.trading.controller.RuleControllerTest
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: RestartApplicationListener     | Message: Restart disabled due to context in which it is running
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: RuleControllerTest             | Message: Starting RuleControllerTest using Java 21.0.2 with PID 90850 (started by alicepogam in /Users/alicepogam/Documents/Formation OCR/F. Java/P7/Poseidon)
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: RuleControllerTest             | Message: No active profile set, falling back to 1 default profile: "default"
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: DefaultSecurityFilterChain     | Message: Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5bf54c2c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7d3abf88, org.springframework.security.web.context.SecurityContextHolderFilter@5b480f08, org.springframework.security.web.header.HeaderWriterFilter@5ea34883, org.springframework.web.filter.CorsFilter@ee49f34, org.springframework.security.web.csrf.CsrfFilter@501f317b, org.springframework.security.web.authentication.logout.LogoutFilter@45a07b97, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@1d7dca19, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@7e8dca7, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@6e74986c, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@5bc776e2, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@727569f3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@43cb630d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1f112da2, org.springframework.security.web.access.ExceptionTranslationFilter@316533b, org.springframework.security.web.access.intercept.AuthorizationFilter@1ca749cb]
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: SpringBootMockServletContext   | Message: Initializing Spring TestDispatcherServlet ''
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: TestDispatcherServlet          | Message: Initializing Servlet ''
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: TestDispatcherServlet          | Message: Completed initialization in 0 ms
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: RuleControllerTest             | Message: Started RuleControllerTest in 0.232 seconds (process running for 6.856)
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/rule/update/1
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/rule/list
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/rule/delete/1
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/rule/update/1?_csrf=JciU9ssaW4CZ1iK04r1C-IdtAz47c-1LIdceAvAke-qViV9nHKmix_57arO05EeGg5B2mbVfLl8IQI9mFeQtY8MUGt3262xQ
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/rule/update/1?_csrf=DlgY70Gpd0W-54Paa3F5W9mBmTD4618QvJW9PbMP7d2LL78faj57i3nLFnaTguXtCFxNOerktAnAiGg9jqPcXtU8jOruGt1-
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/rule/add?_csrf=Nqch0gwFALAtkZd1Ei3GRCIh7zta-WpyLryrLUx8KlsOJJTSV8MV5jpnNdUAqfFHcADydhEUwgNqwFpfSo2cHnsfEzo8RaPi
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/rule/add
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: URL requested: POST http://localhost/rule/add?_csrf=7eObwoYaUlEuSuDRLMQNGVoYnzOJSTdFgMRrLc1wNkQqbs_PjtX49eV8YjcDf9G3Huk5fDkqsgu6cA5o4_BTGPtBD3IaXa2t
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: AnnotationConfigContextLoaderUtils | Message: Could not detect default configuration classes for test class [com.poseidoncapitalsolution.trading.controller.RatingControllerTest]: RatingControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: SpringBootTestContextBootstrapper | Message: Found @SpringBootConfiguration com.poseidoncapitalsolution.trading.PoseidonTradingApplication for test class com.poseidoncapitalsolution.trading.controller.RatingControllerTest
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: RestartApplicationListener     | Message: Restart disabled due to context in which it is running
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: RatingControllerTest           | Message: Starting RatingControllerTest using Java 21.0.2 with PID 90850 (started by alicepogam in /Users/alicepogam/Documents/Formation OCR/F. Java/P7/Poseidon)
LogLevel: INFO  | Date: 2024-07-16 17:45:02 | From: RatingControllerTest           | Message: No active profile set, falling back to 1 default profile: "default"
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: DefaultSecurityFilterChain     | Message: Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@82cd68d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@31102e84, org.springframework.security.web.context.SecurityContextHolderFilter@1d1b458e, org.springframework.security.web.header.HeaderWriterFilter@56c73551, org.springframework.web.filter.CorsFilter@729bdd9d, org.springframework.security.web.csrf.CsrfFilter@4c3df4aa, org.springframework.security.web.authentication.logout.LogoutFilter@57dcf976, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@47209d16, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@2d607072, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@3b8bb9a0, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@7787cbcd, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3e207a23, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4262a8d2, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@55fd98e2, org.springframework.security.web.access.ExceptionTranslationFilter@5ce40b4e, org.springframework.security.web.access.intercept.AuthorizationFilter@2e62ece0]
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: SpringBootMockServletContext   | Message: Initializing Spring TestDispatcherServlet ''
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: TestDispatcherServlet          | Message: Initializing Servlet ''
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: TestDispatcherServlet          | Message: Completed initialization in 1 ms
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: RatingControllerTest           | Message: Started RatingControllerTest in 0.208 seconds (process running for 7.184)
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: URL requested: POST http://localhost/rating/validate?_csrf=OGpVYcVtiYoXzNkEaGB8ukQmkGF_fZwgqTFreyDbTX57HTa9WQ8xAKFVvu46qLo9Wk1IiHESvQNGSakNylVaThPrLxhCKQKE
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: URL requested: GET http://localhost/rating/delete/1?_csrf=reuHMRbj42MoSQzgKXrxT6d_IDURTHPQmYz0joCpuN2-IPwXzN62ACDa1AcFfjrVGVfFeJIaDVd3ekT9q73D7LfLjr-GFMQi
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/rating/update/1
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/rating/add
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/rating/list
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: URL requested: POST http://localhost/rating/update/1?_csrf=lagD1o4fMgjA2zlitxN4jO8OoxAINCFs0Hcm3PXOcKqMz5dfoctn4L15Cz3t6V9Vjj5MtIk6jig-AxhB5RYW7cT_QZrv_K9s
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: URL requested: POST http://localhost/rating/update/1?_csrf=fUYPsGubb08qZWX6Ae42RahZ3SPNQLp7mEuIBBSUDWGOyv3_GHI5gVKpWHsHXADDNMMCcp078Br7dYNWqHy7YHbwb1C3r8zH
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: URL requested: POST http://localhost/rating/validate?_csrf=vxs3xWjbmmnK_pNX9OjRyHZBBSy2uLfKJYsRl2UgueCbSDZe2nhV81u_-1_nmvdlwsXl-EEiKBTV2oTnQLwl81IZj9KscAJs
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: Response: Status 200 OK
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: AnnotationConfigContextLoaderUtils | Message: Could not detect default configuration classes for test class [com.poseidoncapitalsolution.trading.controller.CurvePointControllerTest]: CurvePointControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: SpringBootTestContextBootstrapper | Message: Found @SpringBootConfiguration com.poseidoncapitalsolution.trading.PoseidonTradingApplication for test class com.poseidoncapitalsolution.trading.controller.CurvePointControllerTest
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: RestartApplicationListener     | Message: Restart disabled due to context in which it is running
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: CurvePointControllerTest       | Message: Starting CurvePointControllerTest using Java 21.0.2 with PID 90850 (started by alicepogam in /Users/alicepogam/Documents/Formation OCR/F. Java/P7/Poseidon)
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: CurvePointControllerTest       | Message: No active profile set, falling back to 1 default profile: "default"
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: DefaultSecurityFilterChain     | Message: Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5a0ec14d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@72690306, org.springframework.security.web.context.SecurityContextHolderFilter@583916d3, org.springframework.security.web.header.HeaderWriterFilter@7371f9b7, org.springframework.web.filter.CorsFilter@10235312, org.springframework.security.web.csrf.CsrfFilter@1c219552, org.springframework.security.web.authentication.logout.LogoutFilter@c139ed3, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@2a590e2f, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@40eeb885, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@4d97c8d7, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@3a2cf8b1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@48a28383, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3cae42e6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@61bf6c81, org.springframework.security.web.access.ExceptionTranslationFilter@21baa851, org.springframework.security.web.access.intercept.AuthorizationFilter@777be68c]
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: SpringBootMockServletContext   | Message: Initializing Spring TestDispatcherServlet ''
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: TestDispatcherServlet          | Message: Initializing Servlet ''
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: TestDispatcherServlet          | Message: Completed initialization in 0 ms
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: CurvePointControllerTest       | Message: Started CurvePointControllerTest in 0.192 seconds (process running for 7.48)
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: Endpoint requested: GET http://localhost/curvePoint/list
LogLevel: INFO  | Date: 2024-07-16 17:45:03 | From: EndpointListener               | Message: Response: Status 200 OK
